ID,底本/出典,データベースID,史料名,記述内容,記述場所,場所（町、寺名、場所データ）,年月日（作成）,年月日（作成）2,年月日（被害）,年月日（被害）3,伝聞/体験,被害種別,緯度経度,座標/レベル,座標に関する備考,備考
503,『増訂大日本地震史料』（第二巻、35～74頁）,S00001157 ,月堂見聞集（巻之六）,相州小田原宿……先年大地震之時、人家大半焼失に及び、死傷の者も有之,－,小田原宿,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
504,『増訂大日本地震史料』（第二巻、35～74頁）,S00001157 ,月堂見聞集（巻之六）,相州小田原宿……先年大地震之時、人家大半焼失に及び、死傷の者も有之,－,小田原宿,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
505,『増訂大日本地震史料』（第二巻、35～74頁）,S00001501 ,釜石小学校調査,相模小田原地方海嘯被害大、三陸地方余波をうけ、死傷あり,－,相模,－,－,1703/12/31,元禄16/11/23,伝聞,津波被害,"35.251334,139.154094",1,便宜的に小田原城跡に置く。,
506,『増訂大日本地震史料』（第二巻、35～74頁）,S00001501 ,釜石小学校調査,相模小田原地方海嘯被害大、三陸地方余波をうけ、死傷あり,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,津波被害,"35.251334,139.154094",1,便宜的に小田原城跡に置く。,
507,『増訂大日本地震史料』（第二巻、35～74頁）,S00001501 ,釜石小学校調査,相模小田原地方海嘯被害大、三陸地方余波をうけ、死傷あり,－,三陸地方,－,－,1703/12/31,元禄16/11/23,伝聞,津波被害,"38.680702,141.462493",1,便宜的に南三陸町役場に置く。,
508,『増訂大日本地震史料』（第二巻、35～74頁）,不明,富山市史,元禄十六年十一月二十三日、暁強震あり,－,富山,－,－,1703/12/31,元禄16/11/23,不明,地変,"36.695904,137.213715",2,便宜的に富山県富山市に置く。,
509,『増訂大日本地震史料』（第二巻、35～74頁）,S00001502 ,大槌記録抄,此地（大槌）も十一月二十二日の晩四ツ過大地震大騒ぎす,大槌,大槌,－,－,1703/12/31,元禄16/11/23,体験,地変,"39.358234,141.899490",2,便宜的に岩手県大槌町に置く。,
510,『増訂大日本地震史料』（第二巻、35～74頁）,S00001437 ,金子氏覚書（加賀）,十一月廿二日金沢大地震、同夜より翌朝迄度々也。,加賀,加賀,－,－,1703/12/31,元禄16/11/23,体験,地変,"36.302777,136.315003",1,便宜的に石川県加賀市に置く。,
511,『増訂大日本地震史料』（第二巻、35～74頁）,S00001435,政隣記,廿二日夜丑刻東都大地震、何も御館江罷出、御城廻等諸大名衆、町家、寺社等破損夥く、死人怪我人多し,加賀,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684627,139.752032",2,便宜的に皇居に置く。,
512,『増訂大日本地震史料』（第二巻、35～74頁）,S00001435,政隣記,廿二日夜丑刻東都大地震、何も御館江罷出、御城廻等諸大名衆、町家、寺社等破損夥く、死人怪我人多し,加賀,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.684627,139.752032",2,便宜的に皇居に置く。,
513,『増訂大日本地震史料』（第二巻、35～74頁）,S00001435,政隣記,金沢も同刻に少々地震,加賀,金沢,－,－,1703/12/31,元禄16/11/23,体験,地変,"36.561050,136.656494",2,便宜的に石川県金沢市に置く。,
514,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,最初之大震ハ無之、小震ハ無間ニ震ル、中震一時之内ニ二三度有之,江戸神田・護持院,江戸,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,体験,余震,"35.684627,139.752032",2,便宜的に皇居に置く。,
515,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,廿四日……地震中小猶不止,江戸神田・護持院,江戸,1704/1/1,元禄16/11/24,1704/1/1,元禄16/11/24,体験,余震,"35.684627,139.752032",2,便宜的に皇居に置く。,
516,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,廿五日……中震三四度、小震八九度、糀町紀伊国殿屋敷地震ニ而破損有之,江戸神田・護持院,江戸,1704/1/2,元禄16/11/25,1703/12/31,元禄16/11/23,体験,余震,"35.684627,139.752032",2,便宜的に皇居に置く。,
517,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,廿五日……中震三四度、小震八九度、糀町紀伊国殿屋敷地震ニ而破損有之,江戸神田・護持院,紀伊殿屋敷,1704/1/2,元禄16/11/25,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.679806,139.737527",3,現、東京ガーデンテラス紀尾井町。,
518,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,廿六日……地震猶不止,江戸神田・護持院,江戸,1704/1/3,元禄16/11/26,1704/1/3,元禄16/11/26,体験,余震,"35.684627,139.752032",2,便宜的に皇居に置く。,
519,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,去廿二日之夜大地震、小田原別而強ク、城并侍屋敷・町一時ニ潰レ、出火、折節大風、悉焼失、人死不知数、,江戸神田・護持院,小田原,1704/1/3,元禄16/11/26,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",1,便宜的に小田原城跡に置く。,
520,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,去廿二日之夜大地震、小田原別而強ク、城并侍屋敷・町一時ニ潰レ、出火、折節大風、悉焼失、人死不知数、,江戸神田・護持院,小田原,1704/1/3,元禄16/11/26,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",1,便宜的に小田原城跡に置く。,
521,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,去廿二日之夜大地震、小田原別而強ク、城并侍屋敷・町一時ニ潰レ、出火、折節大風、悉焼失、人死不知数、,江戸神田・護持院,小田原,1704/1/3,元禄16/11/26,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.251334,139.154094",1,便宜的に小田原城跡に置く。,
522,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,鎌倉・川崎等津波入ル,江戸神田・護持院,鎌倉,1704/1/3,元禄16/11/26,1703/12/31,元禄16/11/23,伝聞,津波被害,"35.319240,139.546945",2,便宜的に鎌倉市役所に置く。,
523,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,鎌倉・川崎等津波入ル,江戸神田・護持院,川崎,1704/1/3,元禄16/11/26,1703/12/31,元禄16/11/23,伝聞,津波被害,"35.529885,139.702442",2,便宜的に川崎市役所に置く。,
524,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,一、廿八日、地震故御城内致破損,江戸神田・護持院,江戸城,1704/1/5,元禄16/11/28,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684627,139.752032",3,便宜的に皇居に置く。,
525,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,今日、八重姫君様駒込水戸殿下屋敷へ被為入、地震ニ而御破損故也,江戸神田・護持院,水戸殿,1704/1/5,元禄16/11/28,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.706595,139.751984",3,旧水戸藩屋敷（小石川邸）、代表点を東京ドームに置く。,
526,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,〔一二月〕十日……地震又出火,江戸神田・護持院,江戸,1704/1/16,元禄16/12/10,1704/1/16,元禄16/12/10,体験,余震,"35.684627,139.752032",2,便宜的に皇居に置く。,
527,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,〔一二月〕十三日……甲府殿茂地震ニ付、御成御殿ニ被為移之条,江戸神田・護持院,甲府殿,1704/1/19,元禄16/12/13,1704/1/19,元禄16/12/13,伝聞,建物被害,"35.673889,139.756195",3,甲府藩上屋敷ヵ。便宜的に日比谷公園に置く。,甲府藩上屋敷（桜田御殿）ヵ。
528,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,十四日、南部備後殿下屋敷へ参、大般若勤之、上屋敷ハ地震ニ而破損故也,江戸神田・護持院,南部備後殿,1704/2/18,元禄17/01/14,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.673889,139.756195",3,便宜的に日比谷公園に置く。『江戸幕藩大名家事典』上、21頁。,
529,『増訂大日本地震史料』（第二巻、35～74頁）,不明,護持院日記抄,一、〔二月〕廿四日、五つ時甚地震,江戸神田・護持院,江戸,1704/3/29,元禄17/02/24,1704/3/29,元禄17/02/24,体験,余震,"35.684627,139.752032",2,便宜的に皇居に置く。,
530,『増訂大日本地震史料』（第二巻、35～74頁）,S00001154 ,豊島郡浅草地名考,東山院元禄十六年十一月二十二日、五重塔顛倒,－,東山院五重塔,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"34.998563,135.779302",3,法観寺,
531,『増訂大日本地震史料』（第二巻、35～74頁）,S00001503,安政二年卯年下田町伊勢町田畑九兵衛控置候心得之写,地震津浪に而流出、一家数四百九十弐軒、内三百三十弐軒流失皆潰、百六十軒半潰、一男女廿七人流死、一船大小八拾壱艘破船及痛,下田町伊勢町,下田町伊勢町,－,－,1703/12/31,元禄16/11/23,伝聞,津波被害,"34.679528,138.945306",2,下田町を代表点とし、便宜的に下田市役所に置く。,
532,『増訂大日本地震史料』（第二巻、35～74頁）,S00001503,安政二年卯年下田町伊勢町田畑九兵衛控置候心得之写,地震津浪に而流出、一家数四百九十弐軒、内三百三十弐軒流失皆潰、百六十軒半潰、一男女廿七人流死、一船大小八拾壱艘破船及痛,下田町伊勢町,下田町伊勢町,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"34.679528,138.945306",2,下田町を代表点とし、便宜的に下田市役所に置く。,
533,『増訂大日本地震史料』（第二巻、35～74頁）,S00001503,安政二年卯年下田町伊勢町田畑九兵衛控置候心得之写,地震津浪に而流出、一家数四百九十弐軒、内三百三十弐軒流失皆潰、百六十軒半潰、一男女廿七人流死、一船大小八拾壱艘破船及痛,下田町伊勢町,下田町伊勢町,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"34.679528,138.945306",2,下田町を代表点とし、便宜的に下田市役所に置く。,
534,『増訂大日本地震史料』（第二巻、35～74頁）,S00001503,安政二年卯年下田町伊勢町田畑九兵衛控置候心得之写,地震津浪に而流出、一家数四百九十弐軒、内三百三十弐軒流失皆潰、百六十軒半潰、一男女廿七人流死、一船大小八拾壱艘破船及痛,下田町伊勢町,下田町伊勢町,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（船）,"34.679528,138.945306",2,下田町を代表点とし、便宜的に下田市役所に置く。,
535,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,一、御宮御安全、卯刻　御宮中所々巡見御別条無之、石灯篭十一基くりん落候斗ニて無別儀、但本田豊後守灯篭一基倒レ申候、石之御鳥居笠石ノ継手震くつろぎ申候,日光,日光東照宮,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,体験,その他被害（物損）,"36.759739,139.598851",3,,
536,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,巳后刻迄ニ地震六拾度余り,日光,日光東照宮,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,体験,余震,"36.759739,139.598851",3,,
537,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,御蔵まとしとめ地震ゆへかき銅はづれ申候間,日光,日光東照宮,1704/1/1,元禄16/11/24,1704/1/1,元禄16/11/24,体験,その他被害（物損）,"36.759739,139.598851",3,,
538,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,廿六日辰刻少地震、巳上刻中同断、巳中刻少地震　,日光,日光東照宮,1704/1/3,元禄16/11/26,1704/1/3,元禄16/11/26,体験,余震,"36.759739,139.598851",3,,
539,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,巳刻〓申刻前地震少々五度,日光,日光東照宮,1704/1/14,元禄16/12/8,1704/1/14,元禄16/12/8,体験,余震,"36.759739,139.598851",3,,
540,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,十二月十日……子后刻地震,日光,日光東照宮,1704/1/16,元禄16/12/10,1704/1/16,元禄16/12/10,体験,余震,"36.759739,139.598851",3,,
541,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,十二月十三日……丑ノ刻地震仕候,日光,日光東照宮,1704/1/19,元禄16/12/13,1704/1/19,元禄16/12/13,体験,余震,"36.759739,139.598851",3,,
542,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,十二月十九日……丑ノ刻地震,日光,日光東照宮,1704/1/25,元禄16/12/19,1704/1/25,元禄16/12/19,体験,余震,"36.759739,139.598851",3,,
543,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,十二月廿八日　曇、卯刻巳刻地震,日光,日光東照宮,1704/2/3,元禄16/12/28,1704/2/3,元禄16/12/28,体験,余震,"36.759739,139.598851",3,,
544,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,正月二日……今日も一両度地震,日光,日光東照宮,1704/2/6,元禄17/1/2,1704/2/6,元禄17/1/2,体験,余震,"36.759739,139.598851",3,,
545,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,正月廿二日……申刻地震,日光,日光東照宮,1704/2/26,元禄17/1/22,1704/2/26,元禄17/1/22,体験,余震,"36.759739,139.598851",3,,
546,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,二月十五日……一、巳ノ后刻地震一、酉ノ后刻地震,日光,日光東照宮,1704/3/20,元禄17/2/15,1704/3/20,元禄17/2/15,体験,余震,"36.759739,139.598851",3,,
547,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,廿二日……亥ノ刻少々地震仕候,日光,日光東照宮,1704/3/27,元禄17/2/22,1704/3/27,元禄17/2/22,体験,余震,"36.759739,139.598851",3,,
548,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,廿三日……申刻少々地震,日光,日光東照宮,1704/3/28,元禄17/2/23,1704/3/28,元禄17/2/23,体験,余震,"36.759739,139.598851",3,,
549,『増訂大日本地震史料』（第二巻、35～74頁）,S00001361,御番所日記（御番所日次記）,廿四日……地震中小猶不止……辰上刻地震、無御別条,日光,日光東照宮,1704/3/29,元禄17/2/24,1704/3/29,元禄17/2/24,体験,余震,"36.759739,139.598851",3,,
550,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,於小田原死人弐千二百九十壱人、内千百三十九人男子、千五十二人女子、外出家四拾四人、又百四十壱疋牛馬、右小田原中地震之剋火事而死,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
551,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,於小田原死人弐千二百九十壱人、内千百三十九人男子、千五十二人女子、外出家四拾四人、又百四十壱疋牛馬、右小田原中地震之剋火事而死,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
552,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,於小田原死人弐千二百九十壱人、内千百三十九人男子、千五十二人女子、外出家四拾四人、又百四十壱疋牛馬、右小田原中地震之剋火事而死,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（牛馬）,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
553,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,於小田原死人弐千二百九十壱人、内千百三十九人男子、千五十二人女子、外出家四拾四人、又百四十壱疋牛馬、右小田原中地震之剋火事而死,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
554,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,従小田原・品川迄海辺死人大概壱万五千人浪ニ而死,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,津波被害,"35.251334,139.154094",2,代表点を小田原、便宜的に小田原城跡に置く。,
555,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,房州海辺（メラ甲良〔小浦〕）、アイノハマ〔相浜〕其外津浪ニテ死十万六人ノ由、男女共,－,房州海辺・小浦,－,－,1703/12/31,元禄16/11/23,伝聞,津波被害,"35.075817,139.835808",2,南房総市小浦,
556,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,房州海辺（メラ甲良〔小浦〕）、アイノハマ〔相浜〕其外津浪ニテ死十万六人ノ由、男女共,－,房州海辺・小浦,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.075817,139.835808",2,南房総市小浦,
557,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,房州海辺（メラ甲良〔小浦〕）、アイノハマ〔相浜〕其外津浪ニテ死十万六人ノ由、男女共,－,相浜,－,－,1703/12/31,元禄16/11/23,伝聞,津波被害,"34.924090,139.828600",2,千葉県館山市相浜,
558,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,房州海辺（メラ甲良〔小浦〕）、アイノハマ〔相浜〕其外津浪ニテ死十万六人ノ由、男女共,－,相浜,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"34.924090,139.828600",2,千葉県館山市相浜,
559,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,奥州海辺等流死七万四人のよし、右同,－,奥州,－,－,1703/12/31,元禄16/11/23,伝聞,津波被害,"37.126341,140.210947",1,便宜的に代表点を白河（市役所）に置く。,
560,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,奥州海辺等流死七万四人のよし、右同,－,奥州,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"37.126341,140.210947",1,便宜的に代表点を白河（市役所）に置く。,
561,『増訂大日本地震史料』（第二巻、35～74頁）,S00001708 ,一話一言補遺（一話一言巻之六十六）,於江戸地震ニ而死者三万七千十三人（内千七百三十九人ハ同月廿九日火事ニ而両国橋にて焼死）,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.684627,139.752032",1,代表点を江戸、便宜的に皇居に置く。,
562,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,相州小田原城中及城外、人家潰、失火燃出、人多損死、,－,小田原城,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",3,,
563,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,相州小田原城中及城外、人家潰、失火燃出、人多損死、,－,小田原城,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",3,,
564,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,相州小田原城中及城外、人家潰、失火燃出、人多損死、,－,小田原城,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.251334,139.154094",3,,
565,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,相州小田原城中及城外、人家潰、失火燃出、人多損死、,－,小田原城下,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
566,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,相州小田原城中及城外、人家潰、失火燃出、人多損死、,－,小田原城下,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
567,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,相州小田原城中及城外、人家潰、失火燃出、人多損死、,－,小田原城下,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
568,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,其外安房上総潮漲、海辺民舎悉漂流、死亡者不可勝計也、,－,安房,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,津波被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
569,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,其外安房上総潮漲、海辺民舎悉漂流、死亡者不可勝計也、,－,安房,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
570,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,其外安房上総潮漲、海辺民舎悉漂流、死亡者不可勝計也、,－,安房,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
571,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,其外安房上総潮漲、海辺民舎悉漂流、死亡者不可勝計也、,－,上総,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,津波被害,"35.498055,140.115555",1,便宜的に市原市役所に置く。,
572,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,其外安房上総潮漲、海辺民舎悉漂流、死亡者不可勝計也、,－,上総,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.498055,140.115555",1,便宜的に市原市役所に置く。,
573,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,其外安房上総潮漲、海辺民舎悉漂流、死亡者不可勝計也、,－,上総,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.498055,140.115555",1,便宜的に市原市役所に置く。,
574,『増訂大日本地震史料』（第二巻、35～74頁）,S00001504,萬年記,去廿二日地震時、御〔江戸〕城中其外所々及大破、,－,江戸城,1704/1/3,元禄16/11/26,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684627,139.752032",3,便宜的に皇居に置く。,
575,『増訂大日本地震史料』（第二巻、35～74頁）,S00001505,ケンプエル日本誌第一巻,江戸にて最も劇く、市中も城内も粉齏され、倒壊と其際の出火にて二十万以上の人生を損せしと云へり,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684627,139.752032",3,便宜的に皇居に置く。,
576,『増訂大日本地震史料』（第二巻、35～74頁）,S00001505,ケンプエル日本誌第一巻,江戸にて最も劇く、市中も城内も粉齏され、倒壊と其際の出火にて二十万以上の人生を損せしと云へり,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.684627,139.752032",3,便宜的に皇居に置く。,
577,『増訂大日本地震史料』（第二巻、35～74頁）,S00001505,ケンプエル日本誌第一巻,江戸にて最も劇く、市中も城内も粉齏され、倒壊と其際の出火にて二十万以上の人生を損せしと云へり,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.684627,139.752032",3,便宜的に皇居に置く。,
578,『増訂大日本地震史料』（第二巻、35～74頁）,S00001506 ,宝珠院古記（安房）,関東諸国地震ひ海鳴る、安房又甚だし、堂塔民家一時に転倒す,安房,関東,－,－,1703/12/31,元禄16/11/23,伝聞ヵ,津波被害,"35.684627,139.752032",1,便宜的に皇居に置く。,
579,『増訂大日本地震史料』（第二巻、35～74頁）,S00001506 ,宝珠院古記（安房）,関東諸国地震ひ海鳴る、安房又甚だし、堂塔民家一時に転倒す,安房,安房,－,－,1703/12/31,元禄16/11/23,体験ヵ,津波被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
580,『増訂大日本地震史料』（第二巻、35～74頁）,S00001506 ,宝珠院古記（安房）,関東諸国地震ひ海鳴る、安房又甚だし、堂塔民家一時に転倒す,安房,安房,－,－,1703/12/31,元禄16/11/23,体験ヵ,建物被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
581,『増訂大日本地震史料』（第二巻、35～74頁）,S00001507 ,渥美郡史（細谷村記録、常光寺年代記）,海水漲溢、人多く死し、漁網漁具等流出す,渥美郡,渥美郡細谷村,－,－,1703/12/31,元禄16/11/23,体験ヵ,津波被害,"34.691618,137.463191",3,便宜的に豊橋市細谷町に置く。,
582,『増訂大日本地震史料』（第二巻、35～74頁）,S00001508,渥美郡史（細谷村記録、常光寺年代記）,海水漲溢、人多く死し、漁網漁具等流出す,渥美郡,渥美郡細谷村,－,－,1703/12/31,元禄16/11/23,体験ヵ,人的被害,"34.691618,137.463191",3,便宜的に豊橋市細谷町に置く。,
583,『増訂大日本地震史料』（第二巻、35～74頁）,S00001509,渥美郡史（細谷村記録、常光寺年代記）,海水漲溢、人多く死し、漁網漁具等流出す,渥美郡,渥美郡細谷村,－,－,1703/12/31,元禄16/11/23,体験ヵ,その他被害（漁具）,"34.691618,137.463191",3,便宜的に豊橋市細谷町に置く。,
584,『増訂大日本地震史料』（第二巻、35～74頁）,不明,安房郡誌,元禄十六年十一月二十一日（二十三日の誤）再び海嘯の災害に罹り,安房郡,誕生寺,－,－,1703/12/31,元禄16/11/23,伝聞,津波被害,"35.119746,140.198790",3,,
585,『増訂大日本地震史料』（第二巻、35～74頁）,不明,大野郡史（飛騨）,元禄十六年十二月（十一月の誤ならん）二十二日〔未明〕大地震あり、翌日尚止ます,飛騨大野郡,飛騨大野郡,－,－,1703/12/31,元禄16/11/23,体験,余震,"35.470693,136.627672",3,便宜的に岐阜県揖斐郡大野町役場に置く。,
586,『増訂大日本地震史料』（第二巻、35～74頁）,S00001508,地震洪浪の記（和歌山県古座町役場所蔵）,奥熊野尾鷲組九鬼浦に医家有り……尊之助〔医家九鬼右京の子〕物語に拙宅下たのだんより三だん目迄浪溢入候とのよし,和歌山県古座町ヵ,奥熊野尾鷲組九鬼浦,1704/2/12,元禄17/1/8,1703/12/31,元禄16/11/23,伝聞,津波被害,"34.014590,136255322",3,便宜的に三重県尾鷲市九鬼町出張所付近。に置く。,
587,『増訂大日本地震史料』（第二巻、35～74頁）,S00001717,青標紙,大地震、石垣御長屋御番所崩候処有之,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684627,139.752032",2,便宜的に皇居に置く。,
588,『増訂大日本地震史料』（第二巻、35～74頁）,S00001509,元禄変異記,神社仏閣大小名の家々町々一周にふるいたおす事一時に数千軒におよふ、,－,江戸ヵ,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684627,139.752032",2,便宜的に皇居に置く。,
589,『増訂大日本地震史料』（第二巻、35～74頁）,S00001509,元禄変異記,物落うたれて即死するも有り、怪我する人は何十人といふ事を知らず、家居の潰れたるに押打に死するも多し、,－,江戸ヵ,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.684627,139.752032",2,便宜的に皇居に置く。,
590,『増訂大日本地震史料』（第二巻、35～74頁）,S00001509,元禄変異記,御茶水川端馬場迄之間地破て口広さ壱間半計にふかさ七八尺計に長さ七八九間十間程つゝ破たり、,－,お茶の水,－,－,1703/12/31,元禄16/11/23,伝聞,地変,"35.700540,139.764032",3,便宜的に御茶ノ水駅（東京メトロ）付近。に置く。,
